Timestamp,Temperature,Pressure,FlowRate,BatchID,ProductType,PlantID
2023-01-27 22:48:00,24.413552256965044,2.410863244346123,138.28409822045094,BATCH_2,Fanta,Plant_3
2023-01-24 05:23:00,23.744611606414118,2.024075739994785,135.77211636181508,BATCH_6,Fanta,Plant_5
2023-01-05 14:55:00,21.001996162826476,2.2521689447463764,116.11956542008862,BATCH_10,Sprite,Plant_1
2023-01-19 18:35:00,22.469365837113298,1.575255684851279,155.91217585126228,BATCH_10,Cola,Plant_1
2023-01-21 14:41:00,20.532084950895165,1.5348557738585709,154.85835797924003,BATCH_8,Cola,Plant_5
2023-01-01 15:15:00,22.71486300049607,1.6612260074607212,187.2784451749313,BATCH_6,Sprite,Plant_2
2023-01-09 15:21:00,21.035734380387304,2.220768670427938,143.51558098262598,BATCH_3,Fanta,Plant_1
2023-01-05 23:15:00,20.240310808697416,1.8564986657448772,132.51017744745096,BATCH_6,Cola,Plant_4
2023-01-16 16:46:00,24.109825187633408,1.9649725553470745,168.9864440418918,BATCH_9,Cola,Plant_3
2023-01-15 02:45:00,24.344908076967396,2.4972794548787,196.88355205852508,BATCH_10,Fanta,Plant_4
2023-01-02 20:54:00,24.752450698244544,1.7906891621889187,160.28904201192606,BATCH_5,Sprite,Plant_2
2023-01-11 23:14:00,22.522502270253412,1.8328232350458016,112.93227394110006,BATCH_5,Sprite,Plant_1
2023-01-15 13:26:00,21.60423784651219,2.295101933197645,174.8826052095725,BATCH_3,Cola,Plant_5
2023-01-08 07:54:00,24.144940733151735,1.8746015390426076,132.75186430801404,BATCH_3,Fanta,Plant_1
2023-01-23 08:06:00,23.86964110881624,1.5445616800093651,168.45369038742916,BATCH_4,Fanta,Plant_1
2023-01-08 05:46:00,24.151578726694897,1.6232405156318588,140.9128343735381,BATCH_2,Sprite,Plant_4
2023-01-25 16:30:00,24.24207101053657,1.7303788761546344,107.70949099205814,BATCH_8,Sprite,Plant_5
2023-01-19 23:31:00,23.66717533819577,2.1443922568336484,155.4063104428168,BATCH_9,Cola,Plant_3
2023-01-21 06:01:00,20.865933357321083,1.805362238801394,103.8978073635283,BATCH_9,Fanta,Plant_1
2023-01-19 17:07:00,24.042430502212476,2.242471834685375,143.05111864719203,BATCH_6,Sprite,Plant_3
2023-01-16 02:29:00,23.53207515942303,2.062748595442814,120.32226164817254,BATCH_2,Fanta,Plant_4
2023-01-17 19:50:00,23.811116780502648,1.5696598623169304,161.28565032645136,BATCH_4,Cola,Plant_2
2023-01-09 08:03:00,20.49642523115182,2.2506898565261677,195.63252845485295,BATCH_3,Fanta,Plant_2
2023-01-23 23:02:00,24.842785971994296,2.191115030234922,185.56307781911067,BATCH_4,Cola,Plant_3
2023-01-16 13:48:00,24.00274971522864,1.5008541020240207,147.049430894682,BATCH_7,Sprite,Plant_1
2023-01-23 02:41:00,20.84248723254994,2.41329490670281,117.34442942357984,BATCH_6,Cola,Plant_5
2023-01-18 17:13:00,21.019230477226436,1.634281017835939,154.87969748302962,BATCH_2,Fanta,Plant_2
2023-01-24 21:24:00,22.85759432059916,2.2470681166467874,105.92078000900092,BATCH_3,Cola,Plant_3
2023-01-29 12:08:00,21.853990426215077,1.724935776542809,129.4021786296097,BATCH_6,Sprite,Plant_4
2023-01-20 04:18:00,24.72198395638155,2.055341350727614,158.63879071216166,BATCH_2,Sprite,Plant_3
2023-01-20 23:26:00,24.465391885105866,2.298782933706282,139.73342793116635,BATCH_2,Sprite,Plant_2
2023-01-01 10:17:00,20.88005360840629,1.891014576653674,141.44246645741907,BATCH_9,Fanta,Plant_1
2023-01-03 18:08:00,22.128637432906128,2.1791776865838015,166.3607024549283,BATCH_4,Fanta,Plant_2
2023-01-06 18:32:00,23.899208909419876,2.2603339613968054,158.7976751355334,BATCH_8,Cola,Plant_3
2023-01-10 11:11:00,23.19248542388969,1.7841387677543645,189.08972770338397,BATCH_5,Fanta,Plant_3
2023-01-24 19:35:00,23.31919397732785,2.229007764599675,199.02157270184608,BATCH_5,Fanta,Plant_3
2023-01-21 19:50:00,23.96836023324791,1.7542895389027684,178.2673435892097,BATCH_3,Sprite,Plant_2
2023-01-22 02:04:00,22.302068389078528,2.155548078280259,104.82985190758387,BATCH_5,Fanta,Plant_4
2023-01-14 22:01:00,23.512184474556218,2.437682912194501,196.61046895840195,BATCH_3,Cola,Plant_5
2023-01-05 05:20:00,24.63827177169121,1.7968313583496087,130.86360479455718,BATCH_9,Fanta,Plant_2
2023-01-10 22:17:00,21.264900161583224,1.5817042906317862,129.4325009194405,BATCH_2,Cola,Plant_5
2023-01-23 10:50:00,23.701296888863446,2.290187784845919,146.05847367112725,BATCH_3,Sprite,Plant_5
2023-01-07 06:15:00,20.385325152103558,2.2366274769654373,163.13966086726847,BATCH_8,Cola,Plant_4
2023-01-16 09:13:00,22.761379137081143,1.5590403594315407,166.67379632629383,BATCH_2,Cola,Plant_3
2023-01-25 04:10:00,24.660901679221006,1.8619872908892252,170.8097920717924,BATCH_7,Cola,Plant_1
2023-01-03 11:21:00,20.44318129886052,2.453400854594612,121.11465821313203,BATCH_10,Fanta,Plant_4
2023-01-22 20:03:00,22.322952317826694,2.4922067868660185,144.82512940069586,BATCH_9,Fanta,Plant_1
2023-01-27 09:55:00,24.08928870223911,1.6950014526638688,106.84981469859608,BATCH_3,Cola,Plant_1
2023-01-06 07:39:00,24.28410803483269,2.346187481930918,197.65059527745012,BATCH_7,Fanta,Plant_2
2023-01-14 06:51:00,22.2774393207238,2.2426822880450645,193.19995245743002,BATCH_8,Cola,Plant_2
2023-01-03 07:19:00,21.3789911785894,2.3364826923552076,185.2631534449549,BATCH_9,Sprite,Plant_3
2023-01-06 03:12:00,21.167509463246972,2.247436017116047,161.70197270533382,BATCH_6,Cola,Plant_1
2023-01-27 14:06:00,20.759067078410915,2.130867522046328,191.7563530997151,BATCH_6,Sprite,Plant_2
2023-01-14 07:31:00,22.755827035214068,2.438517850896025,142.57442452892866,BATCH_9,Sprite,Plant_5
2023-01-01 19:25:00,21.345110230632624,1.5253066140511398,197.8535748414276,BATCH_9,Fanta,Plant_4
2023-01-16 16:12:00,20.547424704236125,1.807326777394592,157.94046950642388,BATCH_3,Cola,Plant_5
2023-01-08 15:17:00,20.683897047583123,1.8390681860692755,115.04146218760116,BATCH_9,Fanta,Plant_1
2023-01-11 05:39:00,21.73252933840555,2.1867268778930526,158.8387253232869,BATCH_4,Sprite,Plant_1
2023-01-12 13:47:00,21.137717903531794,2.1799677489679725,196.36314972554777,BATCH_5,Fanta,Plant_3
2023-01-02 19:25:00,24.05301308519855,2.368537033557908,158.0060322610261,BATCH_8,Cola,Plant_2
2023-01-14 18:29:00,24.72956696715857,2.2509385381335676,113.6155787186837,BATCH_8,Fanta,Plant_4
2023-01-15 15:37:00,20.527840525197814,2.079377411656039,155.5952506657793,BATCH_6,Sprite,Plant_5
2023-01-17 22:30:00,24.990100867683488,1.675888870779738,196.94515351287745,BATCH_8,Sprite,Plant_2
2023-01-01 15:01:00,22.599102779513082,1.903551334218732,179.26647365112257,BATCH_10,Fanta,Plant_4
2023-01-13 09:39:00,24.333035051552287,2.420397141062591,129.91618692742432,BATCH_5,Sprite,Plant_5
2023-01-13 12:09:00,22.30849590666885,2.4421343653802907,153.45517870252124,BATCH_5,Cola,Plant_5
2023-01-16 18:38:00,24.73010832761215,1.7247157645806066,100.98198821927286,BATCH_9,Sprite,Plant_2
2023-01-27 10:36:00,24.96503965223193,1.9398206140093657,188.90851512923751,BATCH_6,Fanta,Plant_3
2023-01-09 20:19:00,20.729633828593194,1.836152721553832,147.23705569395452,BATCH_7,Cola,Plant_4
2023-01-28 22:32:00,22.97355978775594,2.390439268915693,108.59141298460156,BATCH_1,Cola,Plant_4
2023-01-28 17:41:00,24.56241942678855,2.108264147225506,140.0922201197802,BATCH_9,Cola,Plant_1
2023-01-27 22:28:00,20.871783805473118,1.8820345386247999,164.46104322917023,BATCH_4,Cola,Plant_1
2023-01-23 10:35:00,22.736957697409064,1.9546552165134068,102.66861308721273,BATCH_9,Sprite,Plant_2
2023-01-28 02:55:00,22.520174349845806,1.9059486367944487,174.99274193925396,BATCH_4,Fanta,Plant_4
2023-01-24 07:56:00,24.168864348741817,2.443966261929467,176.67308477864879,BATCH_7,Cola,Plant_4
2023-01-19 21:28:00,22.148956090372597,2.002434865116444,133.61478153989665,BATCH_2,Sprite,Plant_2
2023-01-08 21:15:00,23.09995084210673,1.972960935308706,195.88236039706686,BATCH_4,Sprite,Plant_4
2023-01-02 10:58:00,21.377951428376754,1.8762916902585454,153.62583496321284,BATCH_10,Cola,Plant_1
2023-01-22 03:49:00,20.192827369408658,1.822137756779353,174.54356044062064,BATCH_1,Fanta,Plant_2
2023-01-29 15:50:00,20.714014385958293,2.1321371543310534,186.99336637807855,BATCH_10,Cola,Plant_4
2023-01-29 19:20:00,21.912837392581977,2.4176157885617253,195.8243204294326,BATCH_3,Sprite,Plant_5
2023-01-30 05:57:00,22.175054828806648,1.9734140609166575,119.06387098021423,BATCH_1,Sprite,Plant_3
2023-01-20 07:12:00,22.71557757025184,2.3102556358612625,160.51156123112986,BATCH_1,Cola,Plant_2
2023-01-07 15:52:00,24.023144958126785,1.8974039088690833,133.88410949727472,BATCH_5,Sprite,Plant_3
2023-01-13 10:59:00,22.747802795930873,2.3905424858000903,160.90990706852187,BATCH_6,Cola,Plant_1
2023-01-16 09:04:00,21.18100717214363,1.9423342094114182,173.29020053323705,BATCH_9,Sprite,Plant_4
2023-01-22 23:14:00,21.22538462688747,2.178429969992271,107.30713331044383,BATCH_9,Sprite,Plant_2
2023-01-19 15:52:00,20.345621367842792,2.4067706781665934,164.77909078054682,BATCH_1,Fanta,Plant_5
2023-01-05 01:03:00,24.468020063366758,1.9147783406632848,155.1065372704791,BATCH_2,Fanta,Plant_1
2023-01-02 00:44:00,23.33380419327464,1.6053341821844416,128.31347941881563,BATCH_6,Cola,Plant_1
2023-01-09 06:57:00,22.024075421683904,1.941619892785903,159.50817751320824,BATCH_1,Fanta,Plant_4
2023-01-18 12:37:00,21.4873004046594,1.5443044942467727,123.8804000896835,BATCH_4,Cola,Plant_5
2023-01-04 01:28:00,24.98322284279026,2.2242633694032015,197.5393864442814,BATCH_9,Cola,Plant_3
2023-01-14 11:05:00,22.069196086709105,2.3561744947778074,173.71641262718225,BATCH_9,Cola,Plant_4
2023-01-11 13:51:00,20.957843034064116,2.160583931041021,150.24092825383485,BATCH_7,Cola,Plant_1
2023-01-22 11:48:00,22.605841723018727,1.5234002827015476,153.16722418155462,BATCH_1,Sprite,Plant_4
2023-01-29 20:30:00,20.91838363219838,1.7237432164485877,101.4620139232197,BATCH_9,Fanta,Plant_4
2023-01-23 14:55:00,21.4344972981286,1.56105377838272,169.98776380057484,BATCH_10,Sprite,Plant_4
2023-01-28 15:47:00,20.707028497482288,1.8390706095128182,161.9454255470351,BATCH_4,Cola,Plant_2
2023-01-10 21:21:00,21.978598756957297,1.9710682962020771,112.18865791490315,BATCH_3,Cola,Plant_3
2023-01-18 01:31:00,22.64421629325236,1.8558654763185412,161.9182801861832,BATCH_10,Fanta,Plant_3
2023-01-25 14:13:00,24.330114769489715,1.6814426754123644,102.69100582474682,BATCH_4,Cola,Plant_2
2023-01-01 09:58:00,22.77167870714029,2.0937913531280965,164.5825415897395,BATCH_1,Fanta,Plant_1
2023-01-20 14:00:00,24.69212187621406,2.075662932845687,122.59653295163045,BATCH_6,Sprite,Plant_5
2023-01-10 07:35:00,24.730345734416353,1.530077274049233,119.16543536395744,BATCH_10,Fanta,Plant_5
2023-01-05 03:19:00,21.187305174909028,1.5980601891605895,141.81834529131083,BATCH_7,Cola,Plant_4
2023-01-04 12:47:00,21.383393349868214,2.0028969751908647,117.83276128116728,BATCH_1,Fanta,Plant_4
2023-01-26 16:32:00,20.357301574534187,2.1592347696143883,159.3625114015676,BATCH_10,Cola,Plant_1
2023-01-01 20:49:00,20.80049499368827,1.534842200726646,112.1156583376914,BATCH_8,Sprite,Plant_4
2023-01-23 15:10:00,24.347690200720695,2.2668819121927677,124.8895493197137,BATCH_7,Sprite,Plant_1
2023-01-08 14:13:00,22.04497836540945,1.6827351522134726,131.00522002103128,BATCH_6,Cola,Plant_3
2023-01-15 02:59:00,22.443959751242556,2.4170389968988673,196.64248709191423,BATCH_8,Fanta,Plant_1
2023-01-29 01:24:00,22.725685675485924,1.8009186537753674,158.33652130740384,BATCH_1,Cola,Plant_5
2023-01-07 04:31:00,20.442162393033026,2.111129992673834,173.61162624325482,BATCH_4,Sprite,Plant_3
2023-01-10 10:51:00,22.538680116813712,2.134306230284479,199.6006434493167,BATCH_2,Fanta,Plant_1
2023-01-11 19:23:00,24.185660941070044,1.7993784477988768,114.37390837180946,BATCH_10,Cola,Plant_4
2023-01-23 05:22:00,20.876749325729545,1.52475773750905,194.07198060102345,BATCH_6,Fanta,Plant_2
2023-01-20 15:06:00,22.65314967815881,2.014766315316044,147.30957928938832,BATCH_2,Sprite,Plant_2
2023-01-26 15:09:00,20.854622945693958,2.4316112623691724,183.0954814445953,BATCH_6,Fanta,Plant_3
2023-01-01 04:51:00,20.583663168477624,1.5239061926430355,178.7668166114118,BATCH_4,Cola,Plant_1
2023-01-26 03:12:00,21.45369774032045,1.6057409400453948,140.88304902102652,BATCH_5,Fanta,Plant_4
2023-01-14 20:04:00,24.611945022960775,2.2092639488615706,183.69636734058207,BATCH_10,Sprite,Plant_4
2023-01-14 09:19:00,22.207785552435368,2.222879243061489,127.10783079320552,BATCH_6,Cola,Plant_4
2023-01-21 02:09:00,24.280755469041445,1.521522527902354,191.83524638492958,BATCH_7,Sprite,Plant_3
2023-01-08 07:24:00,22.62702347318488,2.109887698401024,130.49494475386012,BATCH_2,Cola,Plant_1
2023-01-27 20:43:00,24.32953929293543,1.5451635462747095,176.47284117487743,BATCH_9,Cola,Plant_1
2023-01-27 22:02:00,21.74593616512991,1.9030321617140564,177.67824061810586,BATCH_4,Fanta,Plant_1
2023-01-26 00:12:00,24.221263927006607,2.344213087740213,177.82880359072948,BATCH_5,Fanta,Plant_2
2023-01-09 23:26:00,24.737716043601118,2.2538038420659117,143.29693915479763,BATCH_5,Cola,Plant_4
2023-01-25 21:04:00,20.934559259209376,1.69232191198242,106.87436145235675,BATCH_8,Fanta,Plant_1
2023-01-14 03:56:00,24.476067469439606,1.9409772980663758,103.94741164997379,BATCH_10,Sprite,Plant_5
2023-01-24 18:43:00,22.639976272662,1.6563713257924961,182.15453753954472,BATCH_5,Cola,Plant_2
2023-01-08 06:13:00,23.522058226600798,1.8736058317722462,179.24075403724657,BATCH_3,Cola,Plant_3
2023-01-21 08:17:00,20.738600838030894,2.4099399871016365,127.9891828455389,BATCH_8,Cola,Plant_5
2023-01-22 01:08:00,21.44318239822161,1.8873900812655044,190.89540656130916,BATCH_6,Cola,Plant_2
2023-01-04 10:02:00,23.119413249028632,2.034713567557404,133.2182613275824,BATCH_7,Sprite,Plant_4
2023-01-25 09:32:00,24.712738454572026,2.3145622288748076,187.79653366150308,BATCH_7,Cola,Plant_3
2023-01-18 14:35:00,24.12912163926851,2.303486401990324,177.3744604993141,BATCH_7,Sprite,Plant_1
2023-01-07 13:02:00,24.712390542998577,1.948550751392697,136.27215696510314,BATCH_8,Fanta,Plant_1
2023-01-10 04:22:00,20.92968919672029,2.4668340802173008,168.25230040093209,BATCH_6,Fanta,Plant_1
2023-01-06 04:35:00,22.224538992807062,1.6716077658416333,185.52156568640967,BATCH_9,Sprite,Plant_5
2023-01-19 19:02:00,22.87934506695776,1.6644056860091925,138.14619819388884,BATCH_1,Sprite,Plant_3
2023-01-04 14:58:00,21.01131787670672,2.152073397496047,131.0140725373921,BATCH_9,Cola,Plant_2
2023-01-04 20:39:00,21.373906380404556,2.1861540524400405,104.66457042302963,BATCH_5,Fanta,Plant_5
2023-01-29 19:13:00,21.416601664986317,1.7620513720496458,155.98758708830832,BATCH_2,Sprite,Plant_4
2023-01-08 09:34:00,21.59356496280412,2.481811924669452,126.34656544171932,BATCH_6,Cola,Plant_5
2023-01-13 01:21:00,22.81256918801399,1.831045152531682,198.16500406554482,BATCH_10,Fanta,Plant_4
2023-01-09 17:23:00,20.249168955473518,1.5072069362098306,149.1421096191943,BATCH_2,Sprite,Plant_2
2023-01-05 14:40:00,20.313094608545487,1.6139123495432042,162.9453234128879,BATCH_1,Fanta,Plant_4
2023-01-15 03:04:00,22.503174787726646,2.234239429082663,128.81129792172277,BATCH_9,Cola,Plant_1
2023-01-12 18:36:00,23.344299147868014,2.2865661217258633,142.69124429556115,BATCH_3,Fanta,Plant_2
2023-01-14 02:54:00,23.07581262671689,1.6688006746617359,198.5093198131804,BATCH_8,Cola,Plant_4
2023-01-03 08:33:00,23.45082926600117,2.3475264081449008,139.92399041237505,BATCH_8,Cola,Plant_3
2023-01-16 06:51:00,21.938861777824677,1.8827630196962906,109.26660160187124,BATCH_10,Fanta,Plant_1
2023-01-10 22:03:00,21.841660007061144,1.9436681611943576,170.73490832032886,BATCH_2,Cola,Plant_3
2023-01-02 02:47:00,24.89091100151047,2.4384922241945097,181.03420091442774,BATCH_7,Fanta,Plant_2
2023-01-27 16:45:00,22.607752650620895,2.3704820231623343,174.55526895503738,BATCH_1,Sprite,Plant_4
2023-01-05 09:15:00,21.36423802829449,2.191967070780844,122.80395251489016,BATCH_6,Fanta,Plant_3
2023-01-11 09:22:00,24.036984647240796,2.340747043746845,199.3785267044846,BATCH_2,Fanta,Plant_3
2023-01-29 17:31:00,21.369152826715176,1.5873846986313491,103.54569692071293,BATCH_5,Cola,Plant_4
2023-01-13 04:46:00,21.154880026078033,2.230059620212452,184.5695682915852,BATCH_10,Fanta,Plant_1
2023-01-01 16:27:00,21.017195064946428,1.8837621990242142,170.88491570469057,BATCH_9,Fanta,Plant_1
2023-01-27 22:21:00,23.81299652786074,2.169106879308608,131.9363222385635,BATCH_10,Sprite,Plant_4
2023-01-19 18:24:00,20.563236161919168,1.6745566884344967,100.526339560809,BATCH_1,Sprite,Plant_2
2023-01-15 18:45:00,23.591830188447645,2.1638324140987644,108.46759879368464,BATCH_5,Cola,Plant_2
2023-01-08 18:18:00,20.320987139630507,2.1546461387953784,100.81130301078485,BATCH_1,Fanta,Plant_4
2023-01-17 22:57:00,21.3937368298404,1.6794812074372296,130.22880986273088,BATCH_8,Fanta,Plant_2
2023-01-16 08:25:00,21.67795022074784,1.7859663658017606,177.76219045999505,BATCH_1,Fanta,Plant_2
2023-01-03 20:55:00,21.016575442270113,1.6129583577021855,184.94314625461175,BATCH_2,Sprite,Plant_2
2023-01-03 14:54:00,20.622282308553892,2.287255265201118,148.50458344550847,BATCH_10,Cola,Plant_2
2023-01-05 00:00:00,22.391101723528195,2.228654556755557,189.52132370311162,BATCH_7,Fanta,Plant_2
2023-01-04 14:42:00,21.625436397636257,2.147818607469352,131.6993117796962,BATCH_9,Cola,Plant_2
2023-01-09 16:16:00,24.806877406538472,2.221014811404925,121.43760285091719,BATCH_2,Fanta,Plant_3
2023-01-19 06:45:00,21.868088795738064,1.736238098971087,170.5376963987866,BATCH_5,Fanta,Plant_1
2023-01-26 22:15:00,21.16337544395639,2.4908355553353703,151.55297594223222,BATCH_3,Fanta,Plant_2
2023-01-27 12:18:00,23.15753987844508,2.4307804480123387,195.18848092661716,BATCH_4,Sprite,Plant_2
2023-01-04 09:47:00,22.78230951555247,2.287175807371758,159.04291487792784,BATCH_10,Cola,Plant_2
2023-01-08 18:34:00,20.006587096305292,2.477682116467017,182.28523456051457,BATCH_3,Fanta,Plant_3
2023-01-04 21:13:00,23.433211745029695,1.9885936416557481,192.4608292361035,BATCH_9,Sprite,Plant_2
2023-01-26 05:18:00,22.646794832247743,2.237823112267428,156.32727736856177,BATCH_3,Cola,Plant_3
2023-01-21 06:32:00,20.734687997029305,2.122911654045984,144.60529035784458,BATCH_6,Sprite,Plant_2
2023-01-06 14:26:00,23.933763115211203,2.4596380900874024,100.21438938307604,BATCH_7,Fanta,Plant_2
2023-01-29 05:59:00,24.21216599267094,2.0770637094253486,167.45182954867437,BATCH_6,Sprite,Plant_5
2023-01-24 12:40:00,20.986131759001125,1.7582533291409477,131.7649371857331,BATCH_9,Sprite,Plant_2
2023-01-18 16:25:00,23.862290305541173,2.0800245687148644,188.9085701480043,BATCH_5,Sprite,Plant_4
2023-01-02 16:15:00,20.177696437921778,1.6623354249894335,195.14916254974685,BATCH_6,Cola,Plant_4
2023-01-01 05:58:00,23.695089464798894,1.6447807527914353,172.4526538263529,BATCH_5,Cola,Plant_3
2023-01-27 03:58:00,23.75034671546972,2.4018989131414945,154.91313795413782,BATCH_6,Sprite,Plant_1
2023-01-17 19:21:00,23.154871107237454,1.681054329445566,125.88585369677388,BATCH_9,Fanta,Plant_4
2023-01-25 02:31:00,23.2981264742582,1.669263424154308,117.14873738612766,BATCH_10,Sprite,Plant_2
2023-01-03 09:36:00,20.641306237216952,1.6954095861733443,151.05870069911623,BATCH_5,Sprite,Plant_2
2023-01-15 18:02:00,24.005460837204623,2.0836927219086956,149.33539944683795,BATCH_3,Sprite,Plant_3
2023-01-29 17:38:00,22.8740045035004,2.000600151521946,167.66826751862004,BATCH_4,Cola,Plant_3
2023-01-07 11:27:00,23.547128295022944,2.314820608698566,157.08043487774987,BATCH_6,Cola,Plant_3
2023-01-01 20:52:00,22.764744291591228,1.7293225650866781,129.22423729788366,BATCH_9,Cola,Plant_1
2023-01-16 08:17:00,22.212885068472893,1.9611491154689378,178.95796263943492,BATCH_3,Fanta,Plant_2
2023-01-24 06:09:00,22.03874651725688,1.9154651114110695,113.39421721915173,BATCH_10,Fanta,Plant_3
2023-01-26 19:52:00,24.883875706880445,1.7121964591604721,126.13706934815794,BATCH_6,Fanta,Plant_4
2023-01-17 10:28:00,20.248152310316225,1.6699570534879,185.0949912193529,BATCH_8,Sprite,Plant_2
2023-01-05 09:42:00,23.809343645451797,1.8102284188236677,129.1089974878004,BATCH_6,Cola,Plant_4
